Model,Accuracy,Precision,Recall,Specificity,F1-Score,F2-Score,AUC-ROC,AUC-PR,MCC,Threshold,TP,TN,FP,FN
BiGAN-Augmented NN,0.8087788942645661,0.24531565292591526,0.4078437637285834,0.8550862351296871,0.30635846820765894,0.36012526096033404,0.691577710400671,0.2354720617356435,0.21219848315419362,0.20000000000000004,10212,185375,31416,14827
